,Unnamed: 0,Episode ID,Date,Title,Description,Episode Link,Reference 1,Reference 1 Link,Reference 2,Referene 2 Link,Full Description
967,967,#714,10.28.15,John Wayne Parr,"#714. John Wayne Parr is an Australian middleweight kickboxer and boxer, fighting out of Boonchu Gym...",http://podcasts.joerogan.net/podcasts/john-wayne-parr-2,@johnwayneparr,https://twitter.com/johnwayneparr,Boonchu.com,http://boonchu.com/,"
JRE #714 - John Wayne Parr10.28.15
		#714. John Wayne Parr is an Australian middleweight kickboxer and boxer, fighting out of Boonchu Gym in Gold Coast, Queensland. He is a 10-time World Champion in Muay Thai and runner up in The Contender Asia.		
		





00:00:00  / 
				3:18:49




To download: Right-Click and save target as.



SHARE

"
968,968,#712,10.21.15,Wim Hof,"#712. Wim Hof is a Dutch world record holder, adventurer and daredevil, commonly nicknamed the Iceman...",http://podcasts.joerogan.net/podcasts/wim-hof,@iceman_hof,https://twitter.com/iceman_hof,WimHofMethod.com,http://www.wimhofmethod.com/,"
JRE #712 - Wim Hof10.21.15
		#712. Wim Hof is a Dutch world record holder, adventurer and daredevil, commonly nicknamed the Iceman for his ability to withstand extreme cold.		
		





00:00:00  / 
				2:32:07




To download: Right-Click and save target as.



SHARE

"
969,969,#710,10.19.15,Gavin McInnes,"#710. Gavin McInnes is a writer, creative director, actor, comedian, and co-founder of Vice Media. He...",http://podcasts.joerogan.net/podcasts/gavin-mcinnes,@Gavin_McInnes,https://twitter.com/Gavin_McInnes,The Gavin McInnes Show,https://www.anthonycumia.com/show/the-gavin-mcinnes-show/,"
JRE #710 - Gavin McInnes10.19.15
		#710. Gavin McInnes is a writer, creative director, actor, comedian, and co-founder of Vice Media. He also hosts his own show ""The Gavin McInnes Show"" available here -- https://www.anthonycumia.com/show/the-gavin-mcinnes-show/		
		





00:00:00  / 
				3:05:48




To download: Right-Click and save target as.



SHARE

"
970,970,#709,10.15.15,Steven Rinella,"#709. Steven Rinella is an outdoorsman, author, and television host. He currently hosts MeatEater on the...",http://podcasts.joerogan.net/podcasts/steven-rinella-3,@stevenrinella,https://twitter.com/stevenrinella,TheMeateater.com,http://themeateater.com/,"
JRE #709 - Steven Rinella10.15.15
		#709. Steven Rinella is an outdoorsman, author, and television host. He currently hosts MeatEater on the Sportsman Channel.		
		





00:00:00  / 
				2:54:22




To download: Right-Click and save target as.



SHARE

"
971,971,#707,10.13.15,Michael Dowd,#707. Michael Dowd is a former NYPD officer and current ethics consultant. “The Seven Five” is...,http://podcasts.joerogan.net/podcasts/michael-dowd,@TheMikeDowd,https://twitter.com/TheMikeDowd,TheMikeDowd.com,http://www.themikedowd.com/,"
JRE #707 - Michael Dowd10.13.15
		#707. Michael Dowd is a former NYPD officer and current ethics consultant. ""The Seven Five"" is a critically acclaimed documentary made about his time as an officer and is available for download.		
		





00:00:00  / 
				3:07:44




To download: Right-Click and save target as.



SHARE

"
972,972,#706,10.09.15,Brendan Schaub & Fight Companion ? (Part 1),#706. Brendan Schaub is a mixed martial artist and also a former college & pro football player....,http://podcasts.joerogan.net/podcasts/brendan-schaub-fight-companion-part-1,@BrendanSchaub,https://twitter.com/BrendanSchaub,TFATK.com,http://www.tfatk.com/,"
JRE #706 - Brendan Schaub & Fight Companion ? (Part 1)10.09.15
		#706. Brendan Schaub is a mixed martial artist and also a former college & pro football player. He also hosts a podcast with Bryan Callen called ""The Fighter & The Kid"" available on iTunes.

Joe & Brendan also watch fights that take place on October 9, 2015.		
		





00:00:00  / 
				2:55:39




To download: Right-Click and save target as.



SHARE

"
973,973,#704,10.05.15,Alonzo Bodden,#704. Alonzo Bodden is a stand up comedian and winner of Last Comic Standing Season 3. He also...,http://podcasts.joerogan.net/podcasts/alonzo-bodden,@AlonzoBodden,https://twitter.com/AlonzoBodden,AlonzoBodden.com,http://www.alonzobodden.com/,"
JRE #704 - Alonzo Bodden10.05.15
		#704. Alonzo Bodden is a stand up comedian and winner of Last Comic Standing Season 3. He also hosts his own podcast called ""Who's Paying Attention"" available on iTunes.		
		





00:00:00  / 
				3:05:58




To download: Right-Click and save target as.



SHARE

"
974,974,#702,09.30.15,Milo Yiannopoulos,#702. Milo Yiannopoulos is a writer and broadcaster. He is a senior editor at Breitbart.com and a...,http://podcasts.joerogan.net/podcasts/milo-yiannopoulos,@Nero,https://twitter.com/Nero,Articles on Breitbart.com,http://www.breitbart.com/author/milo-yiannopoulos/,"
JRE #702 - Milo Yiannopoulos09.30.15
		#702. Milo Yiannopoulos is a writer and broadcaster. He is a senior editor at Breitbart.com and a regular contributor to Sky News and the BBC.		
		





00:00:00  / 
				3:02:49




To download: Right-Click and save target as.



SHARE

"
975,975,#708,10.14.15,Steven Crowder,"#708. Steven Crowder is an actor, comedian and former contributor for the Fox News Channel. He...",http://podcasts.joerogan.net/podcasts/steven-crowder,@scrowder,https://twitter.com/scrowder,LouderWithCrowder.com,http://louderwithcrowder.com/,"
JRE #708 - Steven Crowder10.14.15
		#708. Steven Crowder is an actor, comedian and former contributor for the Fox News Channel. He currently runs his own website and also a podcast called ""Louder With Crowder""		
		





00:00:00  / 
				3:07:46




To download: Right-Click and save target as.



SHARE

"
976,976,#706,10.09.15,Brendan Schaub & Fight Companion ? (Part 2),#706. Brendan Schaub is a mixed martial artist and also a former college & pro football player. He...,http://podcasts.joerogan.net/podcasts/brendan-schaub-fight-companion-part-2,@BrendanSchaub,https://twitter.com/BrendanSchaub,TFATK.com,http://www.tfatk.com/,"
JRE #706 - Brendan Schaub & Fight Companion ? (Part 2)10.09.15
		#706. Brendan Schaub is a mixed martial artist and also a former college & pro football player. He also hosts a podcast with Bryan Callen called ""The Fighter & The Kid"" available on iTunes.

Joe & Brendan also watch fights that take place on October 9, 2015.		
		





00:00:00  / 
				46:46




To download: Right-Click and save target as.



SHARE

"
977,977,#705,10.06.15,Tait Fletcher,"#705. Tait Fletcher is an actor, stuntman, entrepreneur, and jiu jitsu black belt.",http://podcasts.joerogan.net/podcasts/tait-fletcher,@taitfletcher,https://twitter.com/taitfletcher,CavemanCoffeeCo.com,http://www.cavemancoffeeco.com/,"
JRE #705 - Tait Fletcher10.06.15
		#705. Tait Fletcher is an actor, stuntman, entrepreneur, and jiu jitsu black belt.		
		





00:00:00  / 
				1:36:46




To download: Right-Click and save target as.



SHARE

"
978,978,#703,10.01.15,Brian Redban,#703. Brian Redban is a comedian and the founder of the Deathsquad podcast network. http://deathsquad.tv,http://podcasts.joerogan.net/podcasts/brian-redban-6,@redban,https://twitter.com/redban,Deathsquad.tv,http://deathsquad.tv/,"
JRE #703 - Brian Redban10.01.15
		#703. Brian Redban is a comedian and the founder of the Deathsquad podcast network. http://deathsquad.tv		
		





00:00:00  / 
				2:18:43




To download: Right-Click and save target as.



SHARE

"
979,979,#701b,09.28.15,Honey Honey (Part 2),"#701. Honey Honey is a band, featuring members Suzanne Santo and Ben Jaffe, from Los Angeles, CA....",http://podcasts.joerogan.net/podcasts/honey-honey-part-2,@honeyhoneyband,https://twitter.com/honeyhoneyband,HoneyHoneyBand.com,http://honeyhoneyband.com/,"
JRE #701b - Honey Honey (Part 2)09.28.15
		#701. Honey Honey is a band, featuring members Suzanne Santo and Ben Jaffe, from Los Angeles, CA. They released a new album this summer called ""3"" and are currently touring all over -- http://honeyhoneyband.com/events		
		





00:00:00  / 
				1:25:52




To download: Right-Click and save target as.



SHARE

"
980,980,#701,09.28.15,Honey Honey (Part 1),"#701. Honey Honey is a band, featuring members Suzanne Santo and Ben Jaffe, from Los Angeles,...",http://podcasts.joerogan.net/podcasts/honey-honey-part-1,@honeyhoneyband,https://twitter.com/honeyhoneyband,HoneyHoneyBand.com,http://honeyhoneyband.com/,"
JRE #701 - Honey Honey (Part 1)09.28.15
		#701. Honey Honey is a band, featuring members Suzanne Santo and Ben Jaffe, from Los Angeles, CA. They released a new album this summer called ""3"" and are currently touring all over -- http://honeyhoneyband.com/events		
		





00:00:00  / 
				2:25:51




To download: Right-Click and save target as.



SHARE

"
981,981,#700,09.25.15,Dr. Mark Gordon & Andrew Marr,#700. Dr. Mark Gordon is the Medical Director of Education at Access Medical Laboratory and is...,http://podcasts.joerogan.net/podcasts/dr-mark-gordon-andrew-marr,@W_A_Foundation,https://twitter.com/W_A_Foundation,@MarkLGordon,https://twitter.com/MarkLGordon,"
JRE #700 - Dr. Mark Gordon & Andrew Marr09.25.15
		#700. Dr. Mark Gordon is the Medical Director of Education at Access Medical Laboratory and is recognized as a top leader world wide in Interventional Endocrinology (Anti Aging Medicine). Andrew Marr is a former Green Beret and founder of the Warrior Angels Foundation		
		





00:00:00  / 
				1:57:00




To download: Right-Click and save target as.



SHARE

"
982,982,#698,09.21.15,Dr. Carl Hart,"#698. Carl Hart, Ph.D., is an associate professor of psychology and psychiatry at Columbia University. He...",http://podcasts.joerogan.net/podcasts/dr-carl-hart-2,@drcarlhart,https://twitter.com/drcarlhart,DrCarlHart.com,http://www.drcarlhart.com/,"
JRE #698 - Dr. Carl Hart09.21.15
		#698. Carl Hart, Ph.D., is an associate professor of psychology and psychiatry at Columbia University. He is known for his research in drug abuse and drug addiction. Hart was the first tenured African American professor of sciences at Columbia University.		
		





00:00:00  / 
				2:21:01




To download: Right-Click and save target as.



SHARE

"
983,983,#696,09.17.15,"Lewis, from Unbox Therapy",#696. Unbox Therapy is a YouTube channel “where products get naked.” Lewis does in-depth reviews of new tech products...,http://podcasts.joerogan.net/podcasts/lewis-from-unbox-therapy-4,@unboxtherapy,https://twitter.com/unboxtherapy,Unbox Therpay (YouTube),http://www.youtube.com/unboxtherapy,"
JRE #696 - Lewis, from Unbox Therapy09.17.15
		#696. Unbox Therapy is a YouTube channel ""where products get naked."" Lewis does in-depth reviews of new tech products releasing to the consumer market. http://www.youtube.com/unboxtherapy		
		





00:00:00  / 
				2:28:39




To download: Right-Click and save target as.



SHARE

"
984,984,#694,09.08.15,Jane McGonigal,#694. Jane McGonigal is a game designer and author who advocates the use of mobile and...,http://podcasts.joerogan.net/podcasts/jane-mcgonigal,@avantgame,https://twitter.com/avantgame,JaneMcGonigal.com,http://janemcgonigal.com/,"
JRE #694 - Jane McGonigal09.08.15
		#694. Jane McGonigal is a game designer and author who advocates the use of mobile and digital technology to channel positive attitudes and collaboration in a real world context. Her new book SUPERBETTER is available September 15, 2015.		
		





00:00:00  / 
				2:32:47




To download: Right-Click and save target as.



SHARE

"
985,985,#FC17,09.26.15,"Fight Companion – Sept. 26, 2015",FC17. Joe is joined by Brendan Schaub & Eddie Bravo to watch the fights on Sept....,http://podcasts.joerogan.net/podcasts/fight-companion-sept-26-2015,@BrendanSchaub,https://twitter.com/BrendanSchaub,@eddiebravo,https://twitter.com/eddiebravo,"
JRE #FC17 - Fight Companion – Sept. 26, 201509.26.15
		FC17. Joe is joined by Brendan Schaub & Eddie Bravo to watch the fights on Sept. 26, 2015.		
		





00:00:00  / 
				3:12:11




To download: Right-Click and save target as.



SHARE

"
986,986,#699,09.22.15,Donald Cerrone,#699. Donald Cerrone is a professional mixed martial artist and former professional kickboxer currently competing in...,http://podcasts.joerogan.net/podcasts/donald-cerrone,@Cowboycerrone,https://twitter.com/Cowboycerrone,Download This Episode,http://traffic.libsyn.com/joeroganexp/p699.mp3,"
JRE #699 - Donald Cerrone09.22.15
		#699. Donald Cerrone is a professional mixed martial artist and former professional kickboxer currently competing in the UFC's lightweight division.		
		





00:00:00  / 
				2:28:16




To download: Right-Click and save target as.



SHARE

"
987,987,#697,09.17.15,"Christopher Ryan, PhD","#697. Christopher Ryan, PhD is a psychologist, speaker, and author of New York Times best seller “Sex...",http://podcasts.joerogan.net/podcasts/christopher-ryan-phd-2,@chrisryanphd,https://twitter.com/chrisryanphd,ChrisRyanPhD.com,http://chrisryanphd.com/,"
JRE #697 - Christopher Ryan, PhD09.17.15
		#697. Christopher Ryan, PhD is a psychologist, speaker, and author of New York Times best seller ""Sex At Dawn""		
		





00:00:00  / 
				2:54:06




To download: Right-Click and save target as.



SHARE

"
988,988,#695,09.09.15,Sebastian Maniscalco,#695. Sebastian Maniscalco is a stand up comedian and he also host his own podcast with...,http://podcasts.joerogan.net/podcasts/sebastian-maniscalco,@SebastianComedy,https://twitter.com/SebastianComedy,SebastianLive.com,http://sebastianlive.com/,"
JRE #695 - Sebastian Maniscalco09.09.15
		#695. Sebastian Maniscalco is a stand up comedian and he also host his own podcast with Pete Correale called ""The Pete and Sebastian Show"" available on iTunes.		
		





00:00:00  / 
				2:02:46




To download: Right-Click and save target as.



SHARE

"
989,989,#693,09.07.15,Tom Segura,"#693. Tom Segura is a stand-up comedian, and hosts his own podcast with his wife, Christina...",http://podcasts.joerogan.net/podcasts/tom-segura-6,@tomsegura,https://twitter.com/tomsegura,YourMomsHousePodcast.com,http://yourmomshousepodcast.com/,"
JRE #693 - Tom Segura09.07.15
		#693. Tom Segura is a stand-up comedian, and hosts his own podcast with his wife, Christina Pazsitzky called ""Your Mom's House""		
		





00:00:00  / 
				2:50:27




To download: Right-Click and save target as.



SHARE

"
990,990,#692,09.03.15,Jay Leno,"#692. Jay Leno is a comedian, actor, writer, producer, voice actor, and television host. He was...",http://podcasts.joerogan.net/podcasts/jay-leno,@jayleno,https://twitter.com/jayleno,Jay Leno's Garage,https://www.youtube.com/user/JayLenosGarage,"
JRE #692 - Jay Leno09.03.15
		#692. Jay Leno is a comedian, actor, writer, producer, voice actor, and television host. He was the host of NBC's ""The Tonight Show with Jay Leno"" and currently hosts ""Jay Leno's Garage"" available on YouTube.		
		





00:00:00  / 
				1:35:18




To download: Right-Click and save target as.



SHARE

"
991,991,#690,08.31.15,Ronda Rousey & Edmond Tarverdyan,"#690. Ronda Rousey is a mixed martial artist, judoka and actress. She is the first and...",http://podcasts.joerogan.net/podcasts/ronda-rousey-edmond-tarverdayn,@RondaRousey,https://twitter.com/RondaRousey,@gfcdiamond,https://twitter.com/gfcdiamond,"
JRE #690 - Ronda Rousey & Edmond Tarverdyan08.31.15
		#690. Ronda Rousey is a mixed martial artist, judoka and actress. She is the first and current UFC Women's Bantamweight Champion,  as well as the last Strikeforce Women's Bantamweight Champion. Edmond Tarverdyan is an MMA and boxing coach and is also Ronda's head trainer.		
		





00:00:00  / 
				2:17:41




To download: Right-Click and save target as.



SHARE

"
992,992,#688,08.25.15,Brian Redban,#688. Brian Redban is a comedian and the founder of the Deathsquad podcast network. http://deathsquad.tv,http://podcasts.joerogan.net/podcasts/brian-redban-5,@redban,https://twitter.com/redban,Deathsquad.tv,http://deathsquad.tv,"
JRE #688 - Brian Redban08.25.15
		#688. Brian Redban is a comedian and the founder of the Deathsquad podcast network. http://deathsquad.tv		
		





00:00:00  / 
				2:01:35




To download: Right-Click and save target as.



SHARE

"
993,993,#FC16,08.23.15,"Fight Companion – August 23, 2015","FC16. Joe is joined by Aubrey Marcus, Brendan Schaub, Bryan Callen, Eddie Bravo, and Tait Fletcher...",http://podcasts.joerogan.net/podcasts/fight-companion-august-23-2015,@BrendanSchaub,https://twitter.com/BrendanSchaub,@bryancallen,https://twitter.com/bryancallen,"
JRE #FC16 - Fight Companion – August 23, 201508.23.15
		FC16. Joe is joined by Aubrey Marcus, Brendan Schaub, Bryan Callen, Eddie Bravo, and Tait Fletcher to watch the fights on August 23, 2015.		
		





00:00:00  / 
				2:50:38




To download: Right-Click and save target as.



SHARE

"
994,994,#685,08.18.15,Jeff Novitzky,#685. Jeff Novitzky is the VP of athlete health and performance for the UFC.,http://podcasts.joerogan.net/podcasts/jeff-novitzky,Download This Episode,http://traffic.libsyn.com/joeroganexp/p685.mp3,Discuss This Episode,http://forums.joerogan.net/showthread.php?t=367288,"
JRE #685 - Jeff Novitzky08.18.15
		#685. Jeff Novitzky is the VP of athlete health and performance for the UFC.		
		





00:00:00  / 
				2:38:42




To download: Right-Click and save target as.



SHARE

"
995,995,#691,09.01.15,Bryan Callen,"#691. Bryan Callen is an actor and stand-up comedian, and together with Brendan Schaub he also...",http://podcasts.joerogan.net/podcasts/bryan-callen-8,@bryancallen,https://twitter.com/bryancallen,BryanCallen.com,http://www.bryancallen.com/,"
JRE #691 - Bryan Callen09.01.15
		#691. Bryan Callen is an actor and stand-up comedian, and together with Brendan Schaub he also hosts ""The Fighter & The Kid"" podcast.		
		





00:00:00  / 
				2:58:12




To download: Right-Click and save target as.



SHARE

"
996,996,#689,08.25.15,Abby Martin,#689. Abby Martin is an American journalist and former host of “Breaking the Set” for RT...,http://podcasts.joerogan.net/podcasts/abby-martin-4,@AbbyMartin,https://twitter.com/abbymartin,MediaRoots.org,http://mediaroots.org/,"
JRE #689 - Abby Martin08.25.15
		#689. Abby Martin is an American journalist and former host of ""Breaking the Set"" for RT America. Check out her work at http://mediaroots.org		
		





00:00:00  / 
				2:07:49




To download: Right-Click and save target as.



SHARE

"
997,997,#687,08.24.15,Justin Wren,#687. Justin Wren is an American MMA fighter. He recently returned from one of his many trips...,http://podcasts.joerogan.net/podcasts/justin-wren-3,@thebigpygmy,https://twitter.com/thebigpygmy,FightForTheForgotten.org,http://www.fightfortheforgotten.org/,"
JRE #687 - Justin Wren08.24.15
		#687. Justin Wren is an American MMA fighter. He recently returned from one of his many trips helping the Pygmy people of the Democratic Republic of the Congo. On August 28th, Justin is fighting in Bellator 141 to help raise more awareness.		
		





00:00:00  / 
				2:17:03




To download: Right-Click and save target as.



SHARE

"
998,998,#686,08.19.15,Jeff Ross,"#686. Jeff Ross is a comedian, writer, producer, and director also known as the “Roastmaster General”...",http://podcasts.joerogan.net/podcasts/jeff-ross,@realjeffreyross,https://twitter.com/realjeffreyross,RoastmasterGeneral.com,http://roastmastergeneral.com/,"
JRE #686 - Jeff Ross08.19.15
		#686. Jeff Ross is a comedian, writer, producer, and director also known as the ""Roastmaster General"" from his work on the Comedy Central Roasts. His latest special ""Jeff Ross Roasts Criminals: Live at Brazos County Jail"" is available now on iTunes or http://www.cc.com		
		





00:00:00  / 
				2:31:29




To download: Right-Click and save target as.



SHARE

"
999,999,#684,08.17.15,Brian Redban,#684. Brian Redban is a comedian and the founder of the Deathsquad podcast network.,http://podcasts.joerogan.net/podcasts/brian-redban-4,@redban,https://twitter.com/redban,Deathsquad.tv,http://deathsquad.tv,"
JRE #684 - Brian Redban08.17.15
		#684. Brian Redban is a comedian and the founder of the Deathsquad podcast network.		
		





00:00:00  / 
				2:59:03




To download: Right-Click and save target as.



SHARE

"
1000,1000,#683,08.13.15,Ethan Nadelmann,"#683. Ethan Nadelmann is the founder and executive director of the Drug Policy Alliance, a New...",http://podcasts.joerogan.net/podcasts/ethan-nadelmann,@ethannadelmann,https://twitter.com/ethannadelmann,DrugPolicy.org,http://www.drugpolicy.org/,"
JRE #683 - Ethan Nadelmann08.13.15
		#683. Ethan Nadelmann is the founder and executive director of the Drug Policy Alliance, a New York City-based non-profit organization working to end the War on Drugs.		
		





00:00:00  / 
				2:10:01




To download: Right-Click and save target as.



SHARE

"
1001,1001,#681,08.11.15,Gad Saad,#681. Gad Saad is Professor of Marketing & Concordia University Research Chair in Evolutionary Behavioral Sciences...,http://podcasts.joerogan.net/podcasts/gad-saad-2,@gadsaad,https://twitter.com/gadsaad,Dr. Gad Saad on Facebook,https://www.facebook.com/Dr.Gad.Saad,"
JRE #681 - Gad Saad08.11.15
		#681. Gad Saad is Professor of Marketing & Concordia University Research Chair in Evolutionary Behavioral Sciences and Darwinian Consumption and author of ""The Evolutionary Bases of Consumption"" and ""The Consuming Instinct""		
		





00:00:00  / 
				2:57:32




To download: Right-Click and save target as.



SHARE

"
1002,1002,#680,08.07.15,Steven Hassan,#680. Steven Hassan is an American licensed mental health counselor who has written extensively on the...,http://podcasts.joerogan.net/podcasts/steven-hassan,@cultexpert,https://twitter.com/cultexpert,FreedomOfMind.com,https://freedomofmind.com/,"
JRE #680 - Steven Hassan08.07.15
		#680. Steven Hassan is an American licensed mental health counselor who has written extensively on the subject of cults.		
		





00:00:00  / 
				2:23:14




To download: Right-Click and save target as.



SHARE

"
1003,1003,#678,08.06.15,Jonathan Ward,#678. Jonathan Ward is the owner of ICON and a designer and creator of coach-built premium...,http://podcasts.joerogan.net/podcasts/jonathan-ward,@iconcustoms,https://twitter.com/iconcustoms,Icon4x4.com,http://www.icon4x4.com/,"
JRE #678 - Jonathan Ward08.06.15
		#678. Jonathan Ward is the owner of ICON and a designer and creator of coach-built premium automobiles.		
		





00:00:00  / 
				2:11:02




To download: Right-Click and save target as.



SHARE

"
1004,1004,#676,07.29.15,Esther Ku,"#676. Esther Ku is a stand up comedian, and is also known from the MTV shows...",http://podcasts.joerogan.net/podcasts/esther-ku,@estherkuku,https://twitter.com/estherkuku,Download This Episode,http://traffic.libsyn.com/joeroganexp/p676.mp3,"
JRE #676 - Esther Ku07.29.15
		#676. Esther Ku is a stand up comedian, and is also known from the MTV shows ""Girl Code"" and ""Wild 'N Out""		
		





00:00:00  / 
				2:53:53




To download: Right-Click and save target as.



SHARE

"
1005,1005,#682,08.12.15,Mark & Chris Bell,"#682. Mark Bell is an elite powerlifter and owner of Team Super Training Gym in Sacramento,...",http://podcasts.joerogan.net/podcasts/mark-chris-bell,@MarkSmellyBell,https://twitter.com/MarkSmellyBell,@bigstrongfast,https://twitter.com/bigstrongfast,"
JRE #682 - Mark & Chris Bell08.12.15
		#682. Mark Bell is an elite powerlifter and owner of Team Super Training Gym in Sacramento, CA. Chris Bell is a writer, director, and filmmaker known for the documentary ""Bigger, Stronger, Faster"" and his new documentary called ""Prescription Thugs"" premieres in the fall.		
		





00:00:00  / 
				2:50:24




To download: Right-Click and save target as.



SHARE

"
1006,1006,#FC15,08.08.15,"Fight Companion – August 8, 2015","FC15. Joe is joined by Brendan Schaub, Bryan Callen, and Eddie Bravo to watch the fights on...",http://podcasts.joerogan.net/podcasts/fight-companion-august-8-2015,@BrendanSchaub,https://twitter.com/BrendanSchaub,@bryancallen,https://twitter.com/bryancallen,"
JRE #FC15 - Fight Companion – August 8, 201508.08.15
		FC15. Joe is joined by Brendan Schaub, Bryan Callen, and Eddie Bravo to watch the fights on August 8, 2015.		
		





00:00:00  / 
				2:58:19




To download: Right-Click and save target as.



SHARE

"
1007,1007,#679,08.06.15,Barry Crimmins & Bobcat Goldthwait,#679. ”Call Me Lucky” is a documentary about the life and traumatic childhood experiences of Boston...,http://podcasts.joerogan.net/podcasts/barry-crimmins-bobcat-goldthwait,@crimmins,https://twitter.com/crimmins,@bcgoldthwait,https://twitter.com/bcgoldthwait,"
JRE #679 - Barry Crimmins & Bobcat Goldthwait08.06.15
		#679. ""Call Me Lucky"" is a documentary about the life and traumatic childhood experiences of Boston stand up comedy legend Barry Crimmins that was directed by Bobcat Goldthwait. Limited release in theaters starts August 7, visit http://callmeluckymovie.com to find a screening.		
		





00:00:00  / 
				1:38:54




To download: Right-Click and save target as.



SHARE

"
1008,1008,#77,08.03.15,Josh Zepps,#677. Josh Zepps is the host of HuffPost Live & We The People Live available...,http://podcasts.joerogan.net/podcasts/josh-zepps-2,@joshzepps,https://twitter.com/joshzepps,WTPlive.com,http://www.wtplive.com/,"
JRE #77 - Josh Zepps08.03.15
		#677. Josh Zepps is the host of HuffPost Live & We The People Live available on iTunes and Stitcher.		
		





00:00:00  / 
				3:11:48




To download: Right-Click and save target as.



SHARE

"
1009,1009,#675,07.28.15,Kirik Jenness & Chris Palmquist,#675. Kirik Jenness & Chris Palmquist run the premiere martial arts website on the internet.,http://podcasts.joerogan.net/podcasts/kirik-jenness-chris-palmquist,@kirikjenness,https://twitter.com/kirikjenness,@chrispalmquist,https://twitter.com/chrispalmquist,"
JRE #675 - Kirik Jenness & Chris Palmquist07.28.15
		#675. Kirik Jenness & Chris Palmquist run the premiere martial arts website on the internet.		
		





00:00:00  / 
				2:58:03




To download: Right-Click and save target as.



SHARE

"
1010,1010,#674,07.27.15,Brian Redban,#674. Brian Redban is a comedian and the founder of the Deathsquad podcast network.,http://podcasts.joerogan.net/podcasts/brian-redban-3,@redban,https://twitter.com/redban,Deathsquad.tv,http://deathsquad.tv,"
JRE #674 - Brian Redban07.27.15
		#674. Brian Redban is a comedian and the founder of the Deathsquad podcast network.		
		





00:00:00  / 
				3:09:21




To download: Right-Click and save target as.



SHARE

"
1011,1011,#672,07.21.15,Dr. Rhonda Patrick,#672. Dr. Rhonda Patrick is a Ph.D in biomedical science and expert on nutritional health. Her...,http://podcasts.joerogan.net/podcasts/dr-rhonda-patrick-4,@foundmyfitness,https://twitter.com/foundmyfitness,FoundMyFitness.com,http://www.foundmyfitness.com/,"
JRE #672 - Dr. Rhonda Patrick07.21.15
		#672. Dr. Rhonda Patrick is a Ph.D in biomedical science and expert on nutritional health. Her podcasts and other videos can be found at FoundMyFitness.com		
		





00:00:00  / 
				2:58:11




To download: Right-Click and save target as.



SHARE

"
1012,1012,#670,07.08.15,"Michael A. Wood, Jr.","#670. Michael A. Wood, Jr. is a retired Baltimore police officer and veteran of the USMC....",http://podcasts.joerogan.net/podcasts/michael-a-wood-jr,@michaelawoodjr,https://twitter.com/michaelawoodjr,Download This Episode,http://traffic.libsyn.com/joeroganexp/p670.mp3,"
JRE #670 - Michael A. Wood, Jr.07.08.15
		#670. Michael A. Wood, Jr. is a retired Baltimore police officer and veteran of the USMC. He recently made the news for  publicly speaking out against police brutality and has become a proponent of a new era of policing.		
		





00:00:00  / 
				2:38:05




To download: Right-Click and save target as.



SHARE

"
1013,1013,#668,07.06.15,Jon Ronson,#668. Jon Ronson is a writer and documentary filmmaker whose works include the best-selling The Men...,http://podcasts.joerogan.net/podcasts/jon-ronson,@jonronson,https://twitter.com/jonronson,JonRonson.com,http://jonronson.com/,"
JRE #668 - Jon Ronson07.06.15
		#668. Jon Ronson is a writer and documentary filmmaker whose works include the best-selling The Men Who Stare at Goats. His latest book  So You've Been Publicly Shamed is available to purchase now on Amazon.		
		





00:00:00  / 
				2:37:29




To download: Right-Click and save target as.



SHARE

"
1014,1014,#666,06.29.15,Duncan Trussell,"#666. Duncan Trussell is a stand-up comedian, and host of his own podcast “The Duncan Trussell Family...",http://podcasts.joerogan.net/podcasts/duncan-trussell-10,@duncantrussell,https://twitter.com/duncantrussell,DuncanTrussell.com,http://duncantrussell.com/,"
JRE #666 - Duncan Trussell06.29.15
		#666. Duncan Trussell is a stand-up comedian, and host of his own podcast “The Duncan Trussell Family Hour”.		
		





00:00:00  / 
				3:03:26




To download: Right-Click and save target as.



SHARE

"
1015,1015,#673,07.22.15,Nick DiPaolo & Adam Lowery,#673. Nick DiPaolo is a writer and stand up comedian. His latest special “Another Senseless Killing”...,http://podcasts.joerogan.net/podcasts/nick-dipaolo-adam-lowery,@nickdipaolo,https://twitter.com/nickdipaolo,NickDip.com,http://www.nickdip.com/,"
JRE #673 - Nick DiPaolo & Adam Lowery07.22.15
		#673. Nick DiPaolo is a writer and stand up comedian. His latest special “Another Senseless Killing” is available now at http://www.nickdipaolo.com & on iTunes. Adam Lowery is a master of mental health and life transition specialist. More information about his work is available at http://www.adamlowery.com		
		





00:00:00  / 
				3:04:13




To download: Right-Click and save target as.



SHARE

"
1016,1016,#671,07.09.15,Brendan Schaub & Bryan Callen,#671. Brendan Schaub is a mixed martial artist and also a former college & pro football player....,http://podcasts.joerogan.net/podcasts/brendan-schaub-bryan-callen-3,@BrendanSchaub,https://twitter.com/BrendanSchaub,@bryancallen,https://twitter.com/bryancallen,"
JRE #671 - Brendan Schaub & Bryan Callen07.09.15
		#671. Brendan Schaub is a mixed martial artist and also a former college & pro football player. Bryan Callen is an actor and stand-up comedian. Together they host ""The Fighter & The Kid"" podcast available on iTunes.		
		





00:00:00  / 
				2:35:17




To download: Right-Click and save target as.



SHARE

"
